viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/lex,code,f2/
n_individuals	384
m_pools	4
q_split	2
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/lex,code,f2/Design.n-384_m-4_q-2.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/lex,code,f2/Design.n-384_m-4_q-2.npy
Time: 10; Case frequency: 0.00002; Efficiency: 84.65; Sensitivity: 0.8396; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 83.13; Sensitivity: 0.8032; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 82.18; Sensitivity: 0.8325; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 80.50; Sensitivity: 0.8072; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 80.22; Sensitivity: 0.7616; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 80.24; Sensitivity: 0.7016; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 78.25; Sensitivity: 0.6561; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 78.12; Sensitivity: 0.6321; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 76.67; Sensitivity: 0.6026; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 74.41; Sensitivity: 0.6082; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 71.81; Sensitivity: 0.6170; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 70.25; Sensitivity: 0.6174; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 68.39; Sensitivity: 0.6409; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 66.38; Sensitivity: 0.6194; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 64.48; Sensitivity: 0.6377; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 62.36; Sensitivity: 0.6473; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 60.35; Sensitivity: 0.6054; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 58.70; Sensitivity: 0.6198; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 57.22; Sensitivity: 0.6130; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 53.68; Sensitivity: 0.6151; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 53.76; Sensitivity: 0.5858; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 52.25; Sensitivity: 0.5710; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 48.67; Sensitivity: 0.5954; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 45.70; Sensitivity: 0.6158; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 44.47; Sensitivity: 0.5998; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 43.07; Sensitivity: 0.5878; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 38.79; Sensitivity: 0.6246; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 36.83; Sensitivity: 0.6349; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 34.91; Sensitivity: 0.6329; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 33.94; Sensitivity: 0.6357; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 32.13; Sensitivity: 0.6174; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 30.08; Sensitivity: 0.6317; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 28.47; Sensitivity: 0.6238; Fraction >LOD: 0.8468
