viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/lex,code,f2/
n_individuals	384
m_pools	26
q_split	2
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/lex,code,f2/Design.n-384_m-26_q-2.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/lex,code,f2/Design.n-384_m-26_q-2.npy
Time: 10; Case frequency: 0.00002; Efficiency: 14.74; Sensitivity: 0.8862; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 14.74; Sensitivity: 0.8853; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 14.73; Sensitivity: 0.9209; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 14.73; Sensitivity: 0.8778; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 14.73; Sensitivity: 0.8424; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 14.73; Sensitivity: 0.8485; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 14.73; Sensitivity: 0.7609; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 14.73; Sensitivity: 0.7729; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 14.73; Sensitivity: 0.7281; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 14.73; Sensitivity: 0.7161; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 14.72; Sensitivity: 0.6853; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 14.72; Sensitivity: 0.7097; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 14.72; Sensitivity: 0.7201; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 14.72; Sensitivity: 0.7161; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 14.71; Sensitivity: 0.7065; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 14.71; Sensitivity: 0.7089; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 14.70; Sensitivity: 0.6997; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 14.70; Sensitivity: 0.7197; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 14.69; Sensitivity: 0.7109; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 14.69; Sensitivity: 0.7053; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 14.69; Sensitivity: 0.6869; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 14.68; Sensitivity: 0.6997; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 14.67; Sensitivity: 0.6833; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 14.66; Sensitivity: 0.7113; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 14.66; Sensitivity: 0.6917; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 14.64; Sensitivity: 0.6989; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 14.64; Sensitivity: 0.6829; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 14.62; Sensitivity: 0.7125; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 14.61; Sensitivity: 0.7033; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 14.60; Sensitivity: 0.7109; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 14.59; Sensitivity: 0.7141; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 14.58; Sensitivity: 0.6897; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 14.57; Sensitivity: 0.6981; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 14.55; Sensitivity: 0.7093; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 14.52; Sensitivity: 0.7209; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 14.50; Sensitivity: 0.7077; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 14.48; Sensitivity: 0.7033; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 14.44; Sensitivity: 0.7233; Fraction >LOD: 0.8570
Time: 48; Case frequency: 0.00068; Efficiency: 14.41; Sensitivity: 0.7081; Fraction >LOD: 0.8500
Time: 49; Case frequency: 0.00074; Efficiency: 14.41; Sensitivity: 0.6877; Fraction >LOD: 0.8493
Time: 50; Case frequency: 0.00081; Efficiency: 14.36; Sensitivity: 0.6813; Fraction >LOD: 0.8463
Time: 51; Case frequency: 0.00088; Efficiency: 14.32; Sensitivity: 0.7005; Fraction >LOD: 0.8446
Time: 52; Case frequency: 0.00095; Efficiency: 14.26; Sensitivity: 0.6989; Fraction >LOD: 0.8443
Time: 53; Case frequency: 0.00104; Efficiency: 14.24; Sensitivity: 0.6977; Fraction >LOD: 0.8433
Time: 54; Case frequency: 0.00113; Efficiency: 14.16; Sensitivity: 0.7049; Fraction >LOD: 0.8438
Time: 55; Case frequency: 0.00123; Efficiency: 14.12; Sensitivity: 0.7089; Fraction >LOD: 0.8439
Time: 56; Case frequency: 0.00134; Efficiency: 14.10; Sensitivity: 0.7061; Fraction >LOD: 0.8468
Time: 57; Case frequency: 0.00146; Efficiency: 14.02; Sensitivity: 0.6973; Fraction >LOD: 0.8471
