viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/balcu,array/
n_individuals	1536
m_pools	48
q_split	3
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/balcu,array/Design.n-1536_m-48_q-3.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/balcu,array/Design.n-1536_m-48_q-3.npy
Time: 10; Case frequency: 0.00002; Efficiency: 31.98; Sensitivity: 0.8501; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 31.98; Sensitivity: 0.8309; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 31.97; Sensitivity: 0.8745; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 31.97; Sensitivity: 0.8521; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 31.97; Sensitivity: 0.8129; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 31.97; Sensitivity: 0.7585; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 31.97; Sensitivity: 0.7161; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 31.96; Sensitivity: 0.6729; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 31.96; Sensitivity: 0.6497; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 31.96; Sensitivity: 0.6493; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 31.95; Sensitivity: 0.6210; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 31.94; Sensitivity: 0.6685; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 31.94; Sensitivity: 0.6717; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 31.93; Sensitivity: 0.6713; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 31.92; Sensitivity: 0.6541; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 31.92; Sensitivity: 0.6505; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 31.91; Sensitivity: 0.6393; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 31.89; Sensitivity: 0.6605; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 31.88; Sensitivity: 0.6477; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 31.88; Sensitivity: 0.6429; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 31.86; Sensitivity: 0.6170; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 31.85; Sensitivity: 0.6134; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 31.85; Sensitivity: 0.6086; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 31.81; Sensitivity: 0.6356; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 31.79; Sensitivity: 0.6405; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 31.76; Sensitivity: 0.6625; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 31.72; Sensitivity: 0.6441; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 31.70; Sensitivity: 0.6393; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 31.67; Sensitivity: 0.6593; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 31.61; Sensitivity: 0.6615; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 31.58; Sensitivity: 0.6445; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 31.55; Sensitivity: 0.6373; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 31.51; Sensitivity: 0.6533; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 31.45; Sensitivity: 0.6467; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 31.39; Sensitivity: 0.6445; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 31.29; Sensitivity: 0.6531; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 31.18; Sensitivity: 0.6541; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 31.08; Sensitivity: 0.6553; Fraction >LOD: 0.8570
