viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/balsq,array/
n_individuals	1536
m_pools	24
q_split	2
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/balsq,array/Design.n-1536_m-24_q-2.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/balsq,array/Design.n-1536_m-24_q-2.npy
Time: 10; Case frequency: 0.00002; Efficiency: 62.87; Sensitivity: 0.8601; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 62.78; Sensitivity: 0.8341; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 62.62; Sensitivity: 0.8637; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 62.56; Sensitivity: 0.8265; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 62.46; Sensitivity: 0.7905; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 62.46; Sensitivity: 0.7369; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 62.37; Sensitivity: 0.6829; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 62.21; Sensitivity: 0.6673; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 62.14; Sensitivity: 0.6166; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 61.92; Sensitivity: 0.6325; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 61.63; Sensitivity: 0.6405; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 61.53; Sensitivity: 0.6481; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 61.23; Sensitivity: 0.6641; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 60.96; Sensitivity: 0.6641; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 60.77; Sensitivity: 0.6385; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 60.48; Sensitivity: 0.6425; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 60.24; Sensitivity: 0.6313; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 59.78; Sensitivity: 0.6569; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 59.56; Sensitivity: 0.6365; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 59.20; Sensitivity: 0.6397; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 58.64; Sensitivity: 0.6134; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 58.67; Sensitivity: 0.5878; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 58.12; Sensitivity: 0.6219; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 57.64; Sensitivity: 0.6110; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 57.22; Sensitivity: 0.6210; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 56.20; Sensitivity: 0.6269; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 55.38; Sensitivity: 0.6273; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 54.79; Sensitivity: 0.6371; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 53.91; Sensitivity: 0.6409; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 53.15; Sensitivity: 0.6565; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 52.03; Sensitivity: 0.6289; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 51.46; Sensitivity: 0.6537; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 50.21; Sensitivity: 0.6259; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 49.18; Sensitivity: 0.6333; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 48.75; Sensitivity: 0.6210; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 47.12; Sensitivity: 0.6182; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 44.97; Sensitivity: 0.6399; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 43.21; Sensitivity: 0.6307; Fraction >LOD: 0.8570
Time: 48; Case frequency: 0.00068; Efficiency: 42.46; Sensitivity: 0.6405; Fraction >LOD: 0.8500
Time: 49; Case frequency: 0.00074; Efficiency: 40.83; Sensitivity: 0.6190; Fraction >LOD: 0.8493
Time: 50; Case frequency: 0.00081; Efficiency: 38.08; Sensitivity: 0.6289; Fraction >LOD: 0.8463
Time: 51; Case frequency: 0.00088; Efficiency: 37.83; Sensitivity: 0.6198; Fraction >LOD: 0.8446
Time: 52; Case frequency: 0.00095; Efficiency: 36.38; Sensitivity: 0.6223; Fraction >LOD: 0.8443
Time: 53; Case frequency: 0.00104; Efficiency: 33.85; Sensitivity: 0.6385; Fraction >LOD: 0.8433
Time: 54; Case frequency: 0.00113; Efficiency: 33.17; Sensitivity: 0.6209; Fraction >LOD: 0.8438
Time: 55; Case frequency: 0.00123; Efficiency: 29.30; Sensitivity: 0.6392; Fraction >LOD: 0.8439
