viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/balcu,array/
n_individuals	44
m_pools	60
q_split	3
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/balcu,array/Design.n-44_m-60_q-3.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/balcu,array/Design.n-44_m-60_q-3.npy
Time: 10; Case frequency: 0.00002; Efficiency: 0.73; Sensitivity: 0.9281; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 0.73; Sensitivity: 0.8875; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 0.73; Sensitivity: 0.9468; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 0.73; Sensitivity: 0.9298; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 0.73; Sensitivity: 0.9224; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 0.73; Sensitivity: 0.8972; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 0.73; Sensitivity: 0.8678; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 0.73; Sensitivity: 0.8848; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 0.73; Sensitivity: 0.8528; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 0.73; Sensitivity: 0.8508; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 0.73; Sensitivity: 0.8420; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 0.73; Sensitivity: 0.8267; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 0.73; Sensitivity: 0.8407; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 0.73; Sensitivity: 0.7866; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 0.73; Sensitivity: 0.7941; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 0.73; Sensitivity: 0.7879; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 0.73; Sensitivity: 0.8275; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 0.73; Sensitivity: 0.8220; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 0.73; Sensitivity: 0.8371; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 0.73; Sensitivity: 0.8122; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 0.73; Sensitivity: 0.8166; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 0.73; Sensitivity: 0.8126; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 0.73; Sensitivity: 0.7992; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 0.73; Sensitivity: 0.8143; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 0.73; Sensitivity: 0.7943; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 0.73; Sensitivity: 0.7896; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 0.73; Sensitivity: 0.8033; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 0.73; Sensitivity: 0.8003; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 0.73; Sensitivity: 0.8049; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 0.73; Sensitivity: 0.8109; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 0.73; Sensitivity: 0.8225; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 0.73; Sensitivity: 0.8233; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 0.73; Sensitivity: 0.8137; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 0.73; Sensitivity: 0.8337; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 0.73; Sensitivity: 0.8297; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 0.73; Sensitivity: 0.8117; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 0.73; Sensitivity: 0.8077; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 0.73; Sensitivity: 0.8193; Fraction >LOD: 0.8570
Time: 48; Case frequency: 0.00068; Efficiency: 0.73; Sensitivity: 0.8197; Fraction >LOD: 0.8500
Time: 49; Case frequency: 0.00074; Efficiency: 0.73; Sensitivity: 0.8021; Fraction >LOD: 0.8493
Time: 50; Case frequency: 0.00081; Efficiency: 0.73; Sensitivity: 0.8157; Fraction >LOD: 0.8463
Time: 51; Case frequency: 0.00088; Efficiency: 0.73; Sensitivity: 0.8053; Fraction >LOD: 0.8446
Time: 52; Case frequency: 0.00095; Efficiency: 0.73; Sensitivity: 0.8105; Fraction >LOD: 0.8443
Time: 53; Case frequency: 0.00104; Efficiency: 0.73; Sensitivity: 0.8117; Fraction >LOD: 0.8433
Time: 54; Case frequency: 0.00113; Efficiency: 0.73; Sensitivity: 0.8181; Fraction >LOD: 0.8438
Time: 55; Case frequency: 0.00123; Efficiency: 0.73; Sensitivity: 0.8149; Fraction >LOD: 0.8439
Time: 56; Case frequency: 0.00134; Efficiency: 0.73; Sensitivity: 0.8049; Fraction >LOD: 0.8468
Time: 57; Case frequency: 0.00146; Efficiency: 0.73; Sensitivity: 0.7941; Fraction >LOD: 0.8471
Time: 58; Case frequency: 0.00159; Efficiency: 0.73; Sensitivity: 0.8101; Fraction >LOD: 0.8459
