viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/balsq,array/
n_individuals	384
m_pools	26
q_split	2
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/balsq,array/Design.n-384_m-26_q-2.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/balsq,array/Design.n-384_m-26_q-2.npy
Time: 10; Case frequency: 0.00002; Efficiency: 14.74; Sensitivity: 0.8795; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 14.74; Sensitivity: 0.8644; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 14.73; Sensitivity: 0.9212; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 14.73; Sensitivity: 0.8695; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 14.73; Sensitivity: 0.8518; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 14.73; Sensitivity: 0.8531; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 14.73; Sensitivity: 0.7729; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 14.73; Sensitivity: 0.7497; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 14.73; Sensitivity: 0.7265; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 14.73; Sensitivity: 0.7185; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 14.72; Sensitivity: 0.7053; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 14.72; Sensitivity: 0.7181; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 14.72; Sensitivity: 0.7301; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 14.71; Sensitivity: 0.7361; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 14.71; Sensitivity: 0.7197; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 14.71; Sensitivity: 0.7285; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 14.70; Sensitivity: 0.7033; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 14.70; Sensitivity: 0.7333; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 14.69; Sensitivity: 0.7117; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 14.69; Sensitivity: 0.7177; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 14.69; Sensitivity: 0.6833; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 14.68; Sensitivity: 0.6977; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 14.67; Sensitivity: 0.7025; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 14.66; Sensitivity: 0.6953; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 14.66; Sensitivity: 0.6897; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 14.65; Sensitivity: 0.6857; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 14.64; Sensitivity: 0.6933; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 14.62; Sensitivity: 0.7225; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 14.62; Sensitivity: 0.7033; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 14.61; Sensitivity: 0.7061; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 14.59; Sensitivity: 0.7085; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 14.57; Sensitivity: 0.7205; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 14.55; Sensitivity: 0.6933; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 14.54; Sensitivity: 0.7142; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 14.52; Sensitivity: 0.7165; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 14.51; Sensitivity: 0.7141; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 14.48; Sensitivity: 0.6941; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 14.47; Sensitivity: 0.7070; Fraction >LOD: 0.8570
