viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/balsq,array/
n_individuals	96
m_pools	4
q_split	2
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/balsq,array/Design.n-96_m-4_q-2.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/balsq,array/Design.n-96_m-4_q-2.npy
Time: 10; Case frequency: 0.00002; Efficiency: 23.78; Sensitivity: 0.8544; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 23.72; Sensitivity: 0.8609; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 23.66; Sensitivity: 0.9167; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 23.63; Sensitivity: 0.8737; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 23.63; Sensitivity: 0.8226; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 23.58; Sensitivity: 0.8424; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 23.59; Sensitivity: 0.7253; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 23.53; Sensitivity: 0.7314; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 23.55; Sensitivity: 0.6867; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 23.52; Sensitivity: 0.6451; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 23.41; Sensitivity: 0.6872; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 23.34; Sensitivity: 0.7174; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 23.29; Sensitivity: 0.7193; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 23.26; Sensitivity: 0.6803; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 23.22; Sensitivity: 0.7036; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 23.12; Sensitivity: 0.6947; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 23.03; Sensitivity: 0.6848; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 22.91; Sensitivity: 0.7158; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 22.85; Sensitivity: 0.6909; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 22.72; Sensitivity: 0.6857; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 22.66; Sensitivity: 0.6693; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 22.59; Sensitivity: 0.6773; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 22.47; Sensitivity: 0.6549; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 22.30; Sensitivity: 0.6713; Fraction >LOD: 0.8576
