viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/balcu,array/
n_individuals	96
m_pools	6
q_split	3
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/balcu,array/Design.n-96_m-6_q-3.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/balcu,array/Design.n-96_m-6_q-3.npy
Time: 10; Case frequency: 0.00002; Efficiency: 15.96; Sensitivity: 0.8557; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 15.95; Sensitivity: 0.7989; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 15.95; Sensitivity: 0.8757; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 15.94; Sensitivity: 0.8333; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 15.93; Sensitivity: 0.8610; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 15.93; Sensitivity: 0.8022; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 15.92; Sensitivity: 0.7615; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 15.91; Sensitivity: 0.7538; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 15.91; Sensitivity: 0.6839; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 15.89; Sensitivity: 0.6936; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 15.88; Sensitivity: 0.6757; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 15.87; Sensitivity: 0.6917; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 15.85; Sensitivity: 0.7236; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 15.83; Sensitivity: 0.7032; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 15.82; Sensitivity: 0.6826; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 15.81; Sensitivity: 0.6845; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 15.78; Sensitivity: 0.6889; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 15.76; Sensitivity: 0.6862; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 15.76; Sensitivity: 0.6745; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 15.73; Sensitivity: 0.6871; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 15.70; Sensitivity: 0.6445; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 15.68; Sensitivity: 0.6585; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 15.65; Sensitivity: 0.6629; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 15.61; Sensitivity: 0.6713; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 15.59; Sensitivity: 0.6633; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 15.54; Sensitivity: 0.6777; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 15.49; Sensitivity: 0.6789; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 15.45; Sensitivity: 0.6849; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 15.37; Sensitivity: 0.6773; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 15.32; Sensitivity: 0.6969; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 15.30; Sensitivity: 0.6773; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 15.22; Sensitivity: 0.7029; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 15.18; Sensitivity: 0.6781; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 15.09; Sensitivity: 0.6821; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 14.99; Sensitivity: 0.6973; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 14.95; Sensitivity: 0.6873; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 14.86; Sensitivity: 0.6733; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 14.73; Sensitivity: 0.6861; Fraction >LOD: 0.8570
Time: 48; Case frequency: 0.00068; Efficiency: 14.61; Sensitivity: 0.6873; Fraction >LOD: 0.8500
Time: 49; Case frequency: 0.00074; Efficiency: 14.55; Sensitivity: 0.6705; Fraction >LOD: 0.8493
Time: 50; Case frequency: 0.00081; Efficiency: 14.45; Sensitivity: 0.6613; Fraction >LOD: 0.8463
Time: 51; Case frequency: 0.00088; Efficiency: 14.26; Sensitivity: 0.6837; Fraction >LOD: 0.8446
Time: 52; Case frequency: 0.00095; Efficiency: 14.09; Sensitivity: 0.6841; Fraction >LOD: 0.8443
Time: 53; Case frequency: 0.00104; Efficiency: 13.98; Sensitivity: 0.6669; Fraction >LOD: 0.8433
Time: 54; Case frequency: 0.00113; Efficiency: 13.90; Sensitivity: 0.6677; Fraction >LOD: 0.8438
Time: 55; Case frequency: 0.00123; Efficiency: 13.68; Sensitivity: 0.6791; Fraction >LOD: 0.8439
Time: 56; Case frequency: 0.00134; Efficiency: 13.45; Sensitivity: 0.6761; Fraction >LOD: 0.8468
Time: 57; Case frequency: 0.00146; Efficiency: 13.26; Sensitivity: 0.6677; Fraction >LOD: 0.8471
Time: 58; Case frequency: 0.00159; Efficiency: 12.99; Sensitivity: 0.6861; Fraction >LOD: 0.8459
Time: 59; Case frequency: 0.00174; Efficiency: 12.70; Sensitivity: 0.6917; Fraction >LOD: 0.8465
Time: 60; Case frequency: 0.00189; Efficiency: 12.57; Sensitivity: 0.6805; Fraction >LOD: 0.8511
Time: 61; Case frequency: 0.00207; Efficiency: 12.37; Sensitivity: 0.6893; Fraction >LOD: 0.8483
Time: 62; Case frequency: 0.00225; Efficiency: 12.09; Sensitivity: 0.6741; Fraction >LOD: 0.8489
Time: 63; Case frequency: 0.00245; Efficiency: 11.71; Sensitivity: 0.6787; Fraction >LOD: 0.8505
Time: 64; Case frequency: 0.00267; Efficiency: 11.46; Sensitivity: 0.6693; Fraction >LOD: 0.8495
