viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/balsq,array/
n_individuals	96
m_pools	8
q_split	2
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/balsq,array/Design.n-96_m-8_q-2.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/balsq,array/Design.n-96_m-8_q-2.npy
Time: 10; Case frequency: 0.00002; Efficiency: 11.97; Sensitivity: 0.8882; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 11.97; Sensitivity: 0.8776; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 11.97; Sensitivity: 0.9180; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 11.97; Sensitivity: 0.8783; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 11.96; Sensitivity: 0.8435; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 11.96; Sensitivity: 0.8658; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 11.96; Sensitivity: 0.7749; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 11.96; Sensitivity: 0.7479; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 11.96; Sensitivity: 0.7655; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 11.95; Sensitivity: 0.7342; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 11.95; Sensitivity: 0.7032; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 11.94; Sensitivity: 0.7408; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 11.94; Sensitivity: 0.7124; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 11.93; Sensitivity: 0.7560; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 11.93; Sensitivity: 0.6977; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 11.93; Sensitivity: 0.7272; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 11.92; Sensitivity: 0.7093; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 11.92; Sensitivity: 0.7250; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 11.91; Sensitivity: 0.7424; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 11.90; Sensitivity: 0.7209; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 11.90; Sensitivity: 0.6881; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 11.89; Sensitivity: 0.7013; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 11.88; Sensitivity: 0.7025; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 11.87; Sensitivity: 0.6925; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 11.86; Sensitivity: 0.7001; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 11.84; Sensitivity: 0.6933; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 11.83; Sensitivity: 0.7017; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 11.82; Sensitivity: 0.7113; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 11.79; Sensitivity: 0.7205; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 11.77; Sensitivity: 0.7333; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 11.77; Sensitivity: 0.7241; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 11.74; Sensitivity: 0.7317; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 11.72; Sensitivity: 0.7161; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 11.70; Sensitivity: 0.7169; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 11.67; Sensitivity: 0.7261; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 11.65; Sensitivity: 0.7201; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 11.61; Sensitivity: 0.7249; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 11.61; Sensitivity: 0.7129; Fraction >LOD: 0.8570
Time: 48; Case frequency: 0.00068; Efficiency: 11.55; Sensitivity: 0.7141; Fraction >LOD: 0.8500
Time: 49; Case frequency: 0.00074; Efficiency: 11.51; Sensitivity: 0.7141; Fraction >LOD: 0.8493
Time: 50; Case frequency: 0.00081; Efficiency: 11.48; Sensitivity: 0.7065; Fraction >LOD: 0.8463
