viral_load_matrix	../simulation/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../simulation/Simulated_populations/used_pars_swab.csv
savepath	designs/hypergraph/
n_individuals	384
m_pools	16
q_split	1
start_time	10
end_time	120
fp_rate	0.01
LOD	4.0
pool_compositions	../simulation/designs/hypergraph/Design.n-384_m-16_q-1.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: ../simulation/designs/hypergraph/Design.n-384_m-16_q-1.npy
Time: 10; Case frequency: 0.00002; Efficiency: 19.18; Sensitivity: 0.9386; Fraction >LOD: 0.9692
Time: 11; Case frequency: 0.00002; Efficiency: 19.20; Sensitivity: 0.9145; Fraction >LOD: 0.9789
Time: 12; Case frequency: 0.00002; Efficiency: 19.19; Sensitivity: 0.9642; Fraction >LOD: 0.9923
Time: 13; Case frequency: 0.00002; Efficiency: 19.16; Sensitivity: 0.9539; Fraction >LOD: 0.9899
Time: 14; Case frequency: 0.00003; Efficiency: 19.15; Sensitivity: 0.9448; Fraction >LOD: 0.9880
Time: 15; Case frequency: 0.00003; Efficiency: 19.11; Sensitivity: 0.9411; Fraction >LOD: 0.9840
Time: 16; Case frequency: 0.00003; Efficiency: 19.08; Sensitivity: 0.9032; Fraction >LOD: 0.9720
Time: 17; Case frequency: 0.00004; Efficiency: 19.03; Sensitivity: 0.9236; Fraction >LOD: 0.9834
Time: 18; Case frequency: 0.00004; Efficiency: 19.02; Sensitivity: 0.8924; Fraction >LOD: 0.9761
Time: 19; Case frequency: 0.00005; Efficiency: 18.96; Sensitivity: 0.8677; Fraction >LOD: 0.9707
Time: 20; Case frequency: 0.00006; Efficiency: 18.96; Sensitivity: 0.8721; Fraction >LOD: 0.9661
Time: 21; Case frequency: 0.00006; Efficiency: 18.91; Sensitivity: 0.8749; Fraction >LOD: 0.9610
Time: 22; Case frequency: 0.00007; Efficiency: 18.86; Sensitivity: 0.8705; Fraction >LOD: 0.9655
Time: 23; Case frequency: 0.00007; Efficiency: 18.80; Sensitivity: 0.8513; Fraction >LOD: 0.9587
Time: 24; Case frequency: 0.00008; Efficiency: 18.76; Sensitivity: 0.8513; Fraction >LOD: 0.9604
Time: 25; Case frequency: 0.00009; Efficiency: 18.75; Sensitivity: 0.8489; Fraction >LOD: 0.9501
Time: 26; Case frequency: 0.00010; Efficiency: 18.56; Sensitivity: 0.8525; Fraction >LOD: 0.9465
