viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	../../../collab-extras/code/supp,dd,booster/designs/hypergraph/
n_individuals	96
m_pools	8
q_split	2
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	../../../public/simulation/designs/hypergraph/Design.n-96_m-8_q-2.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: ../../../public/simulation/designs/hypergraph/Design.n-96_m-8_q-2.npy
Time: 10; Case frequency: 0.00002; Efficiency: 11.98; Sensitivity: 0.8741; Specificity: 1.0000; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 11.98; Sensitivity: 0.8596; Specificity: 1.0000; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 11.97; Sensitivity: 0.9357; Specificity: 1.0000; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 11.98; Sensitivity: 0.8584; Specificity: 1.0000; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 11.97; Sensitivity: 0.8806; Specificity: 1.0000; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 11.97; Sensitivity: 0.8475; Specificity: 1.0000; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 11.97; Sensitivity: 0.7977; Specificity: 1.0000; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 11.97; Sensitivity: 0.7735; Specificity: 1.0000; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 11.97; Sensitivity: 0.7542; Specificity: 1.0000; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 11.97; Sensitivity: 0.7299; Specificity: 1.0000; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 11.97; Sensitivity: 0.6865; Specificity: 1.0000; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 11.96; Sensitivity: 0.7308; Specificity: 1.0000; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 11.96; Sensitivity: 0.7418; Specificity: 1.0000; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 11.96; Sensitivity: 0.7350; Specificity: 1.0000; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 11.95; Sensitivity: 0.7137; Specificity: 1.0000; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 11.95; Sensitivity: 0.7190; Specificity: 1.0000; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 11.95; Sensitivity: 0.6917; Specificity: 1.0000; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 11.94; Sensitivity: 0.7255; Specificity: 1.0000; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 11.94; Sensitivity: 0.7089; Specificity: 1.0000; Fraction >LOD: 0.8543
