viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	../../../collab-extras/code/supp,dd,booster/designs/hypergraph/
n_individuals	360
m_pools	90
q_split	3
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	../../../public/simulation/designs/hypergraph/Design.n-360_m-90_q-3.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: ../../../public/simulation/designs/hypergraph/Design.n-360_m-90_q-3.npy
Time: 10; Case frequency: 0.00002; Efficiency: 4.00; Sensitivity: 0.8833; Specificity: 1.0000; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 4.00; Sensitivity: 0.8822; Specificity: 1.0000; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 4.00; Sensitivity: 0.9306; Specificity: 1.0000; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 4.00; Sensitivity: 0.9079; Specificity: 1.0000; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 4.00; Sensitivity: 0.8890; Specificity: 1.0000; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 4.00; Sensitivity: 0.8780; Specificity: 1.0000; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 4.00; Sensitivity: 0.8219; Specificity: 1.0000; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 4.00; Sensitivity: 0.8029; Specificity: 1.0000; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 4.00; Sensitivity: 0.7805; Specificity: 1.0000; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 4.00; Sensitivity: 0.7733; Specificity: 1.0000; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 4.00; Sensitivity: 0.7405; Specificity: 1.0000; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 4.00; Sensitivity: 0.7857; Specificity: 1.0000; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 4.00; Sensitivity: 0.7509; Specificity: 1.0000; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 4.00; Sensitivity: 0.7581; Specificity: 1.0000; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 4.00; Sensitivity: 0.7405; Specificity: 1.0000; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 4.00; Sensitivity: 0.7497; Specificity: 1.0000; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 4.00; Sensitivity: 0.7517; Specificity: 1.0000; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 4.00; Sensitivity: 0.7701; Specificity: 1.0000; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 4.00; Sensitivity: 0.7525; Specificity: 1.0000; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 4.00; Sensitivity: 0.7533; Specificity: 1.0000; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 4.00; Sensitivity: 0.7145; Specificity: 1.0000; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 4.00; Sensitivity: 0.7321; Specificity: 1.0000; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 4.00; Sensitivity: 0.7297; Specificity: 1.0000; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 4.00; Sensitivity: 0.7401; Specificity: 1.0000; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 4.00; Sensitivity: 0.7393; Specificity: 1.0000; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 4.00; Sensitivity: 0.7161; Specificity: 1.0000; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 4.00; Sensitivity: 0.7265; Specificity: 1.0000; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 4.00; Sensitivity: 0.7321; Specificity: 1.0000; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 4.00; Sensitivity: 0.7457; Specificity: 1.0000; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 4.00; Sensitivity: 0.7549; Specificity: 1.0000; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 4.00; Sensitivity: 0.7317; Specificity: 1.0000; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 4.00; Sensitivity: 0.7513; Specificity: 1.0000; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 4.00; Sensitivity: 0.7449; Specificity: 1.0000; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 4.00; Sensitivity: 0.7449; Specificity: 1.0000; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 4.00; Sensitivity: 0.7449; Specificity: 1.0000; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 4.00; Sensitivity: 0.7466; Specificity: 1.0000; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 4.00; Sensitivity: 0.7545; Specificity: 1.0000; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 4.00; Sensitivity: 0.7589; Specificity: 1.0000; Fraction >LOD: 0.8570
Time: 48; Case frequency: 0.00068; Efficiency: 4.00; Sensitivity: 0.7509; Specificity: 1.0000; Fraction >LOD: 0.8500
Time: 49; Case frequency: 0.00074; Efficiency: 4.00; Sensitivity: 0.7389; Specificity: 1.0000; Fraction >LOD: 0.8493
Time: 50; Case frequency: 0.00081; Efficiency: 4.00; Sensitivity: 0.7317; Specificity: 1.0000; Fraction >LOD: 0.8463
Time: 51; Case frequency: 0.00088; Efficiency: 4.00; Sensitivity: 0.7357; Specificity: 1.0000; Fraction >LOD: 0.8446
Time: 52; Case frequency: 0.00095; Efficiency: 4.00; Sensitivity: 0.7346; Specificity: 1.0000; Fraction >LOD: 0.8443
Time: 53; Case frequency: 0.00104; Efficiency: 4.00; Sensitivity: 0.7389; Specificity: 1.0000; Fraction >LOD: 0.8433
Time: 54; Case frequency: 0.00113; Efficiency: 4.00; Sensitivity: 0.7358; Specificity: 1.0000; Fraction >LOD: 0.8438
Time: 55; Case frequency: 0.00123; Efficiency: 4.00; Sensitivity: 0.7445; Specificity: 1.0000; Fraction >LOD: 0.8439
Time: 56; Case frequency: 0.00134; Efficiency: 4.00; Sensitivity: 0.7297; Specificity: 1.0000; Fraction >LOD: 0.8468
Time: 57; Case frequency: 0.00146; Efficiency: 4.00; Sensitivity: 0.7277; Specificity: 1.0000; Fraction >LOD: 0.8471
Time: 58; Case frequency: 0.00159; Efficiency: 4.00; Sensitivity: 0.7426; Specificity: 1.0000; Fraction >LOD: 0.8459
Time: 59; Case frequency: 0.00174; Efficiency: 4.00; Sensitivity: 0.7433; Specificity: 1.0000; Fraction >LOD: 0.8465
Time: 60; Case frequency: 0.00189; Efficiency: 4.00; Sensitivity: 0.7401; Specificity: 1.0000; Fraction >LOD: 0.8511
Time: 61; Case frequency: 0.00207; Efficiency: 4.00; Sensitivity: 0.7357; Specificity: 1.0000; Fraction >LOD: 0.8483
Time: 62; Case frequency: 0.00225; Efficiency: 4.00; Sensitivity: 0.7421; Specificity: 0.9999; Fraction >LOD: 0.8489
Time: 63; Case frequency: 0.00245; Efficiency: 4.00; Sensitivity: 0.7433; Specificity: 0.9999; Fraction >LOD: 0.8505
Time: 64; Case frequency: 0.00267; Efficiency: 4.00; Sensitivity: 0.7369; Specificity: 0.9999; Fraction >LOD: 0.8495
Time: 65; Case frequency: 0.00291; Efficiency: 4.00; Sensitivity: 0.7306; Specificity: 1.0000; Fraction >LOD: 0.8473
Time: 66; Case frequency: 0.00318; Efficiency: 4.00; Sensitivity: 0.7501; Specificity: 0.9999; Fraction >LOD: 0.8457
Time: 67; Case frequency: 0.00346; Efficiency: 4.00; Sensitivity: 0.7405; Specificity: 0.9999; Fraction >LOD: 0.8466
Time: 68; Case frequency: 0.00377; Efficiency: 4.00; Sensitivity: 0.7374; Specificity: 0.9999; Fraction >LOD: 0.8464
Time: 69; Case frequency: 0.00411; Efficiency: 4.00; Sensitivity: 0.7429; Specificity: 0.9999; Fraction >LOD: 0.8482
Time: 70; Case frequency: 0.00447; Efficiency: 4.00; Sensitivity: 0.7441; Specificity: 0.9999; Fraction >LOD: 0.8488
Time: 71; Case frequency: 0.00486; Efficiency: 4.00; Sensitivity: 0.7410; Specificity: 0.9999; Fraction >LOD: 0.8470
Time: 72; Case frequency: 0.00530; Efficiency: 4.00; Sensitivity: 0.7413; Specificity: 0.9999; Fraction >LOD: 0.8451
Time: 73; Case frequency: 0.00577; Efficiency: 4.00; Sensitivity: 0.7457; Specificity: 0.9999; Fraction >LOD: 0.8455
Time: 74; Case frequency: 0.00630; Efficiency: 4.00; Sensitivity: 0.7418; Specificity: 0.9999; Fraction >LOD: 0.8459
Time: 75; Case frequency: 0.00687; Efficiency: 3.99; Sensitivity: 0.7514; Specificity: 0.9999; Fraction >LOD: 0.8460
Time: 76; Case frequency: 0.00748; Efficiency: 3.99; Sensitivity: 0.7444; Specificity: 0.9999; Fraction >LOD: 0.8479
Time: 77; Case frequency: 0.00814; Efficiency: 3.99; Sensitivity: 0.7381; Specificity: 0.9999; Fraction >LOD: 0.8468
Time: 78; Case frequency: 0.00889; Efficiency: 3.99; Sensitivity: 0.7533; Specificity: 0.9998; Fraction >LOD: 0.8458
Time: 79; Case frequency: 0.00969; Efficiency: 3.98; Sensitivity: 0.7457; Specificity: 0.9998; Fraction >LOD: 0.8470
Time: 80; Case frequency: 0.01056; Efficiency: 3.98; Sensitivity: 0.7357; Specificity: 0.9998; Fraction >LOD: 0.8484
Time: 81; Case frequency: 0.01149; Efficiency: 3.98; Sensitivity: 0.7496; Specificity: 0.9997; Fraction >LOD: 0.8484
Time: 82; Case frequency: 0.01250; Efficiency: 3.97; Sensitivity: 0.7486; Specificity: 0.9998; Fraction >LOD: 0.8475
Time: 83; Case frequency: 0.01362; Efficiency: 3.97; Sensitivity: 0.7295; Specificity: 0.9997; Fraction >LOD: 0.8466
Time: 84; Case frequency: 0.01484; Efficiency: 3.95; Sensitivity: 0.7456; Specificity: 0.9997; Fraction >LOD: 0.8464
