viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	../../../collab-extras/code/supp,dd,booster/designs/hypergraph/
n_individuals	192
m_pools	18
q_split	3
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	../../../public/simulation/designs/hypergraph/Design.n-192_m-18_q-3.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: ../../../public/simulation/designs/hypergraph/Design.n-192_m-18_q-3.npy
Time: 10; Case frequency: 0.00002; Efficiency: 10.67; Sensitivity: 0.8817; Specificity: 0.9997; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 10.67; Sensitivity: 0.8672; Specificity: 0.9997; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 10.67; Sensitivity: 0.9171; Specificity: 0.9997; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 10.67; Sensitivity: 0.8647; Specificity: 0.9997; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 10.67; Sensitivity: 0.8427; Specificity: 0.9997; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 10.67; Sensitivity: 0.8249; Specificity: 0.9997; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 10.67; Sensitivity: 0.7548; Specificity: 0.9998; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 10.67; Sensitivity: 0.7549; Specificity: 0.9997; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 10.67; Sensitivity: 0.7124; Specificity: 0.9998; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 10.67; Sensitivity: 0.7150; Specificity: 0.9998; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 10.67; Sensitivity: 0.7026; Specificity: 0.9997; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 10.67; Sensitivity: 0.6992; Specificity: 0.9997; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 10.67; Sensitivity: 0.7113; Specificity: 0.9997; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 10.67; Sensitivity: 0.7149; Specificity: 0.9997; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 10.67; Sensitivity: 0.7021; Specificity: 0.9997; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 10.67; Sensitivity: 0.7117; Specificity: 0.9997; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 10.67; Sensitivity: 0.7081; Specificity: 0.9998; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 10.67; Sensitivity: 0.7173; Specificity: 0.9997; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 10.67; Sensitivity: 0.7237; Specificity: 0.9997; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 10.67; Sensitivity: 0.6837; Specificity: 0.9997; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 10.67; Sensitivity: 0.6865; Specificity: 0.9997; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 10.67; Sensitivity: 0.6861; Specificity: 0.9997; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 10.66; Sensitivity: 0.7025; Specificity: 0.9997; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 10.66; Sensitivity: 0.6973; Specificity: 0.9997; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 10.66; Sensitivity: 0.6861; Specificity: 0.9998; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 10.66; Sensitivity: 0.6993; Specificity: 0.9997; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 10.66; Sensitivity: 0.6809; Specificity: 0.9998; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 10.66; Sensitivity: 0.6869; Specificity: 0.9998; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 10.66; Sensitivity: 0.7041; Specificity: 0.9997; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 10.66; Sensitivity: 0.6993; Specificity: 0.9997; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 10.66; Sensitivity: 0.6793; Specificity: 0.9997; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 10.66; Sensitivity: 0.7173; Specificity: 0.9997; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 10.66; Sensitivity: 0.6945; Specificity: 0.9997; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 10.66; Sensitivity: 0.7129; Specificity: 0.9997; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 10.66; Sensitivity: 0.6997; Specificity: 0.9997; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 10.66; Sensitivity: 0.6925; Specificity: 0.9998; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 10.66; Sensitivity: 0.7053; Specificity: 0.9998; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 10.66; Sensitivity: 0.7125; Specificity: 0.9997; Fraction >LOD: 0.8570
Time: 48; Case frequency: 0.00068; Efficiency: 10.65; Sensitivity: 0.7089; Specificity: 0.9997; Fraction >LOD: 0.8500
Time: 49; Case frequency: 0.00074; Efficiency: 10.65; Sensitivity: 0.6910; Specificity: 0.9997; Fraction >LOD: 0.8493
Time: 50; Case frequency: 0.00081; Efficiency: 10.65; Sensitivity: 0.6921; Specificity: 0.9997; Fraction >LOD: 0.8463
Time: 51; Case frequency: 0.00088; Efficiency: 10.64; Sensitivity: 0.6937; Specificity: 0.9998; Fraction >LOD: 0.8446
Time: 52; Case frequency: 0.00095; Efficiency: 10.64; Sensitivity: 0.6933; Specificity: 0.9998; Fraction >LOD: 0.8443
Time: 53; Case frequency: 0.00104; Efficiency: 10.64; Sensitivity: 0.6941; Specificity: 0.9998; Fraction >LOD: 0.8433
Time: 54; Case frequency: 0.00113; Efficiency: 10.63; Sensitivity: 0.6961; Specificity: 0.9997; Fraction >LOD: 0.8438
Time: 55; Case frequency: 0.00123; Efficiency: 10.62; Sensitivity: 0.6965; Specificity: 0.9997; Fraction >LOD: 0.8439
Time: 56; Case frequency: 0.00134; Efficiency: 10.62; Sensitivity: 0.7073; Specificity: 0.9998; Fraction >LOD: 0.8468
Time: 57; Case frequency: 0.00146; Efficiency: 10.61; Sensitivity: 0.6957; Specificity: 0.9997; Fraction >LOD: 0.8471
Time: 58; Case frequency: 0.00159; Efficiency: 10.60; Sensitivity: 0.6954; Specificity: 0.9998; Fraction >LOD: 0.8459
Time: 59; Case frequency: 0.00174; Efficiency: 10.58; Sensitivity: 0.6841; Specificity: 0.9997; Fraction >LOD: 0.8465
Time: 60; Case frequency: 0.00189; Efficiency: 10.58; Sensitivity: 0.7041; Specificity: 0.9997; Fraction >LOD: 0.8511
Time: 61; Case frequency: 0.00207; Efficiency: 10.55; Sensitivity: 0.7053; Specificity: 0.9997; Fraction >LOD: 0.8483
Time: 62; Case frequency: 0.00225; Efficiency: 10.55; Sensitivity: 0.7050; Specificity: 0.9998; Fraction >LOD: 0.8489
Time: 63; Case frequency: 0.00245; Efficiency: 10.52; Sensitivity: 0.6941; Specificity: 0.9997; Fraction >LOD: 0.8505
Time: 64; Case frequency: 0.00267; Efficiency: 10.49; Sensitivity: 0.6934; Specificity: 0.9998; Fraction >LOD: 0.8495
Time: 65; Case frequency: 0.00291; Efficiency: 10.46; Sensitivity: 0.7033; Specificity: 0.9998; Fraction >LOD: 0.8473
Time: 66; Case frequency: 0.00318; Efficiency: 10.43; Sensitivity: 0.6990; Specificity: 0.9997; Fraction >LOD: 0.8457
Time: 67; Case frequency: 0.00346; Efficiency: 10.39; Sensitivity: 0.6945; Specificity: 0.9997; Fraction >LOD: 0.8466
Time: 68; Case frequency: 0.00377; Efficiency: 10.35; Sensitivity: 0.6845; Specificity: 0.9998; Fraction >LOD: 0.8464
Time: 69; Case frequency: 0.00411; Efficiency: 10.28; Sensitivity: 0.7057; Specificity: 0.9997; Fraction >LOD: 0.8482
Time: 70; Case frequency: 0.00447; Efficiency: 10.13; Sensitivity: 0.7082; Specificity: 0.9998; Fraction >LOD: 0.8488
Time: 71; Case frequency: 0.00486; Efficiency: 10.17; Sensitivity: 0.6853; Specificity: 0.9998; Fraction >LOD: 0.8470
Time: 72; Case frequency: 0.00530; Efficiency: 10.08; Sensitivity: 0.6978; Specificity: 0.9998; Fraction >LOD: 0.8451
Time: 73; Case frequency: 0.00577; Efficiency: 9.89; Sensitivity: 0.6894; Specificity: 0.9998; Fraction >LOD: 0.8455
Time: 74; Case frequency: 0.00630; Efficiency: 9.76; Sensitivity: 0.7062; Specificity: 0.9998; Fraction >LOD: 0.8459
Time: 75; Case frequency: 0.00687; Efficiency: 9.63; Sensitivity: 0.7081; Specificity: 0.9998; Fraction >LOD: 0.8460
Time: 76; Case frequency: 0.00748; Efficiency: 9.42; Sensitivity: 0.6962; Specificity: 0.9998; Fraction >LOD: 0.8479
Time: 77; Case frequency: 0.00814; Efficiency: 9.19; Sensitivity: 0.6956; Specificity: 0.9998; Fraction >LOD: 0.8468
Time: 78; Case frequency: 0.00889; Efficiency: 9.10; Sensitivity: 0.7002; Specificity: 0.9998; Fraction >LOD: 0.8458
Time: 79; Case frequency: 0.00969; Efficiency: 8.76; Sensitivity: 0.6969; Specificity: 0.9998; Fraction >LOD: 0.8470
Time: 80; Case frequency: 0.01056; Efficiency: 8.56; Sensitivity: 0.7135; Specificity: 0.9998; Fraction >LOD: 0.8484
Time: 81; Case frequency: 0.01149; Efficiency: 8.16; Sensitivity: 0.7020; Specificity: 0.9998; Fraction >LOD: 0.8484
Time: 82; Case frequency: 0.01250; Efficiency: 7.96; Sensitivity: 0.7090; Specificity: 0.9999; Fraction >LOD: 0.8475
Time: 83; Case frequency: 0.01362; Efficiency: 7.70; Sensitivity: 0.7030; Specificity: 0.9998; Fraction >LOD: 0.8466
Time: 84; Case frequency: 0.01484; Efficiency: 7.37; Sensitivity: 0.6893; Specificity: 0.9998; Fraction >LOD: 0.8464
