viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	../../../collab-extras/code/supp,dd,booster/designs/hypergraph/
n_individuals	384
m_pools	20
q_split	2
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	../../../public/simulation/designs/hypergraph/Design.n-384_m-20_q-2.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: ../../../public/simulation/designs/hypergraph/Design.n-384_m-20_q-2.npy
Time: 10; Case frequency: 0.00002; Efficiency: 19.15; Sensitivity: 0.8847; Specificity: 1.0000; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 19.15; Sensitivity: 0.8608; Specificity: 1.0000; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 19.15; Sensitivity: 0.9175; Specificity: 1.0000; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 19.14; Sensitivity: 0.8797; Specificity: 1.0000; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 19.14; Sensitivity: 0.8388; Specificity: 1.0000; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 19.14; Sensitivity: 0.8516; Specificity: 1.0000; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 19.14; Sensitivity: 0.7489; Specificity: 1.0000; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 19.13; Sensitivity: 0.7645; Specificity: 1.0000; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 19.13; Sensitivity: 0.7185; Specificity: 1.0000; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 19.13; Sensitivity: 0.7069; Specificity: 1.0000; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 19.12; Sensitivity: 0.6781; Specificity: 1.0000; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 19.12; Sensitivity: 0.7121; Specificity: 1.0000; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 19.12; Sensitivity: 0.7117; Specificity: 1.0000; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 19.11; Sensitivity: 0.7137; Specificity: 1.0000; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 19.10; Sensitivity: 0.7101; Specificity: 1.0000; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 19.10; Sensitivity: 0.7101; Specificity: 1.0000; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 19.09; Sensitivity: 0.6829; Specificity: 1.0000; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 19.08; Sensitivity: 0.7133; Specificity: 1.0000; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 19.08; Sensitivity: 0.6973; Specificity: 1.0000; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 19.06; Sensitivity: 0.6933; Specificity: 1.0000; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 19.06; Sensitivity: 0.6877; Specificity: 1.0000; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 19.05; Sensitivity: 0.6785; Specificity: 1.0000; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 19.04; Sensitivity: 0.6753; Specificity: 1.0000; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 19.03; Sensitivity: 0.6793; Specificity: 1.0000; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 19.02; Sensitivity: 0.6933; Specificity: 1.0000; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 19.00; Sensitivity: 0.6833; Specificity: 1.0000; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 18.98; Sensitivity: 0.6921; Specificity: 1.0000; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 18.97; Sensitivity: 0.6829; Specificity: 1.0000; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 18.93; Sensitivity: 0.7217; Specificity: 1.0000; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 18.93; Sensitivity: 0.6803; Specificity: 1.0000; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 18.89; Sensitivity: 0.6845; Specificity: 1.0000; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 18.87; Sensitivity: 0.7022; Specificity: 1.0000; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 18.86; Sensitivity: 0.6809; Specificity: 1.0000; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 18.84; Sensitivity: 0.6897; Specificity: 1.0000; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 18.80; Sensitivity: 0.6942; Specificity: 1.0000; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 18.75; Sensitivity: 0.7049; Specificity: 1.0000; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 18.70; Sensitivity: 0.7010; Specificity: 1.0000; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 18.64; Sensitivity: 0.6865; Specificity: 1.0000; Fraction >LOD: 0.8570
Time: 48; Case frequency: 0.00068; Efficiency: 18.59; Sensitivity: 0.7005; Specificity: 1.0000; Fraction >LOD: 0.8500
Time: 49; Case frequency: 0.00074; Efficiency: 18.50; Sensitivity: 0.6861; Specificity: 1.0000; Fraction >LOD: 0.8493
Time: 50; Case frequency: 0.00081; Efficiency: 18.50; Sensitivity: 0.6849; Specificity: 1.0000; Fraction >LOD: 0.8463
Time: 51; Case frequency: 0.00088; Efficiency: 18.43; Sensitivity: 0.6749; Specificity: 1.0000; Fraction >LOD: 0.8446
Time: 52; Case frequency: 0.00095; Efficiency: 18.35; Sensitivity: 0.6929; Specificity: 1.0000; Fraction >LOD: 0.8443
Time: 53; Case frequency: 0.00104; Efficiency: 18.23; Sensitivity: 0.6965; Specificity: 1.0000; Fraction >LOD: 0.8433
Time: 54; Case frequency: 0.00113; Efficiency: 18.16; Sensitivity: 0.6896; Specificity: 1.0000; Fraction >LOD: 0.8438
Time: 55; Case frequency: 0.00123; Efficiency: 18.07; Sensitivity: 0.6769; Specificity: 1.0000; Fraction >LOD: 0.8439
Time: 56; Case frequency: 0.00134; Efficiency: 17.94; Sensitivity: 0.6905; Specificity: 1.0000; Fraction >LOD: 0.8468
