viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	../../../collab-extras/code/supp,dd,booster/designs/hypergraph/
n_individuals	384
m_pools	60
q_split	3
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	../../../public/simulation/designs/hypergraph/Design.n-384_m-60_q-3.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: ../../../public/simulation/designs/hypergraph/Design.n-384_m-60_q-3.npy
Time: 10; Case frequency: 0.00002; Efficiency: 6.40; Sensitivity: 0.8732; Specificity: 0.9999; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 6.40; Sensitivity: 0.8689; Specificity: 0.9999; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 6.40; Sensitivity: 0.9192; Specificity: 0.9999; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 6.40; Sensitivity: 0.8967; Specificity: 1.0000; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 6.40; Sensitivity: 0.8694; Specificity: 1.0000; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 6.40; Sensitivity: 0.8535; Specificity: 1.0000; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 6.40; Sensitivity: 0.7925; Specificity: 0.9999; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 6.40; Sensitivity: 0.7861; Specificity: 0.9999; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 6.40; Sensitivity: 0.7649; Specificity: 1.0000; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 6.40; Sensitivity: 0.7397; Specificity: 0.9999; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 6.40; Sensitivity: 0.7253; Specificity: 1.0000; Fraction >LOD: 0.8755
