viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	../../../collab-extras/code/supp,dd,booster/designs/hypergraph/
n_individuals	384
m_pools	42
q_split	3
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	../../../public/simulation/designs/hypergraph/Design.n-384_m-42_q-3.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: ../../../public/simulation/designs/hypergraph/Design.n-384_m-42_q-3.npy
Time: 10; Case frequency: 0.00002; Efficiency: 9.14; Sensitivity: 0.8961; Specificity: 0.9999; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 9.14; Sensitivity: 0.8687; Specificity: 0.9999; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 9.14; Sensitivity: 0.9230; Specificity: 0.9999; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 9.14; Sensitivity: 0.8712; Specificity: 0.9999; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 9.14; Sensitivity: 0.8552; Specificity: 0.9999; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 9.14; Sensitivity: 0.8454; Specificity: 0.9999; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 9.14; Sensitivity: 0.7669; Specificity: 0.9999; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 9.14; Sensitivity: 0.7833; Specificity: 0.9999; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 9.14; Sensitivity: 0.7433; Specificity: 0.9999; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 9.14; Sensitivity: 0.7237; Specificity: 0.9999; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 9.14; Sensitivity: 0.7125; Specificity: 0.9999; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 9.14; Sensitivity: 0.7149; Specificity: 0.9999; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 9.14; Sensitivity: 0.7089; Specificity: 0.9999; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 9.14; Sensitivity: 0.7189; Specificity: 0.9999; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 9.14; Sensitivity: 0.7197; Specificity: 0.9999; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 9.14; Sensitivity: 0.6997; Specificity: 0.9999; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 9.14; Sensitivity: 0.6989; Specificity: 0.9999; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 9.14; Sensitivity: 0.7349; Specificity: 0.9999; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 9.14; Sensitivity: 0.7257; Specificity: 0.9999; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 9.14; Sensitivity: 0.6909; Specificity: 0.9999; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 9.14; Sensitivity: 0.6949; Specificity: 0.9999; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 9.14; Sensitivity: 0.6861; Specificity: 0.9999; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 9.14; Sensitivity: 0.6985; Specificity: 0.9999; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 9.14; Sensitivity: 0.6913; Specificity: 0.9999; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 9.14; Sensitivity: 0.6845; Specificity: 0.9999; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 9.14; Sensitivity: 0.6889; Specificity: 0.9999; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 9.14; Sensitivity: 0.6897; Specificity: 0.9999; Fraction >LOD: 0.8327
