viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	../../../collab-extras/code/supp,dd,booster/designs/hypergraph/
n_individuals	44
m_pools	20
q_split	2
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	../../../public/simulation/designs/hypergraph/Design.n-44_m-20_q-2.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: ../../../public/simulation/designs/hypergraph/Design.n-44_m-20_q-2.npy
Time: 10; Case frequency: 0.00002; Efficiency: 2.20; Sensitivity: 0.8938; Specificity: 0.9983; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 2.20; Sensitivity: 0.9267; Specificity: 0.9989; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 2.20; Sensitivity: 0.9529; Specificity: 0.9991; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 2.20; Sensitivity: 0.9528; Specificity: 0.9992; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 2.20; Sensitivity: 0.9174; Specificity: 0.9987; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 2.20; Sensitivity: 0.9383; Specificity: 0.9987; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 2.20; Sensitivity: 0.8623; Specificity: 0.9989; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 2.20; Sensitivity: 0.8555; Specificity: 0.9992; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 2.20; Sensitivity: 0.8431; Specificity: 0.9990; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 2.20; Sensitivity: 0.8022; Specificity: 0.9988; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 2.20; Sensitivity: 0.7880; Specificity: 0.9991; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 2.20; Sensitivity: 0.8172; Specificity: 0.9991; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 2.20; Sensitivity: 0.8021; Specificity: 0.9986; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 2.20; Sensitivity: 0.7832; Specificity: 0.9989; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 2.20; Sensitivity: 0.7816; Specificity: 0.9989; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 2.20; Sensitivity: 0.7815; Specificity: 0.9991; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 2.20; Sensitivity: 0.7549; Specificity: 0.9989; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 2.20; Sensitivity: 0.8072; Specificity: 0.9988; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 2.20; Sensitivity: 0.7994; Specificity: 0.9990; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 2.20; Sensitivity: 0.7781; Specificity: 0.9991; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 2.20; Sensitivity: 0.7625; Specificity: 0.9989; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 2.20; Sensitivity: 0.7598; Specificity: 0.9990; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 2.20; Sensitivity: 0.7805; Specificity: 0.9991; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 2.20; Sensitivity: 0.7894; Specificity: 0.9990; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 2.20; Sensitivity: 0.7766; Specificity: 0.9992; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 2.20; Sensitivity: 0.7735; Specificity: 0.9990; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 2.20; Sensitivity: 0.7743; Specificity: 0.9990; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 2.20; Sensitivity: 0.7728; Specificity: 0.9989; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 2.20; Sensitivity: 0.7865; Specificity: 0.9991; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 2.20; Sensitivity: 0.8001; Specificity: 0.9989; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 2.20; Sensitivity: 0.8025; Specificity: 0.9990; Fraction >LOD: 0.8526
