viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/lex,code,f3/
n_individuals	96
m_pools	12
q_split	3
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/lex,code,f3/Design.n-96_m-12_q-3.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/lex,code,f3/Design.n-96_m-12_q-3.npy
Time: 10; Case frequency: 0.00002; Efficiency: 8.00; Sensitivity: 0.8847; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 8.00; Sensitivity: 0.8645; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 8.00; Sensitivity: 0.9067; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 8.00; Sensitivity: 0.8873; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 8.00; Sensitivity: 0.8252; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 8.00; Sensitivity: 0.8738; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 8.00; Sensitivity: 0.7875; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 8.00; Sensitivity: 0.7802; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 8.00; Sensitivity: 0.7551; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 8.00; Sensitivity: 0.7539; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 8.00; Sensitivity: 0.7166; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 7.99; Sensitivity: 0.7415; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 7.99; Sensitivity: 0.7363; Fraction >LOD: 0.8763
