viral_load_matrix	../sim,kinetics/Simulated_populations/seir_viral_loads_swab.viral_loads.npz
infection_time	../sim,kinetics/Simulated_populations/used_pars_swab.csv
savepath	designs/lex,code,f3/
n_individuals	192
m_pools	48
q_split	3
start_time	10
end_time	120
fp_rate	0.01
LOD	100
pool_compositions	designs/lex,code,f3/Design.n-192_m-48_q-3.npy
expected_pos_prob	0.95
error_tol	0
parsed infection times for 12500000 individuals
loaded viral load matrix with shape (12500000, 357) and 213965760 entries
loading pools from: designs/lex,code,f3/Design.n-192_m-48_q-3.npy
Time: 10; Case frequency: 0.00002; Efficiency: 4.00; Sensitivity: 0.8684; Fraction >LOD: 0.9282
Time: 11; Case frequency: 0.00002; Efficiency: 4.00; Sensitivity: 0.8723; Fraction >LOD: 0.9198
Time: 12; Case frequency: 0.00002; Efficiency: 4.00; Sensitivity: 0.9144; Fraction >LOD: 0.9615
Time: 13; Case frequency: 0.00002; Efficiency: 4.00; Sensitivity: 0.8982; Fraction >LOD: 0.9561
Time: 14; Case frequency: 0.00003; Efficiency: 4.00; Sensitivity: 0.8850; Fraction >LOD: 0.9518
Time: 15; Case frequency: 0.00003; Efficiency: 4.00; Sensitivity: 0.8668; Fraction >LOD: 0.9468
Time: 16; Case frequency: 0.00003; Efficiency: 4.00; Sensitivity: 0.8195; Fraction >LOD: 0.9112
Time: 17; Case frequency: 0.00004; Efficiency: 4.00; Sensitivity: 0.8133; Fraction >LOD: 0.9210
Time: 18; Case frequency: 0.00004; Efficiency: 4.00; Sensitivity: 0.7685; Fraction >LOD: 0.8934
Time: 19; Case frequency: 0.00005; Efficiency: 4.00; Sensitivity: 0.7640; Fraction >LOD: 0.8730
Time: 20; Case frequency: 0.00006; Efficiency: 4.00; Sensitivity: 0.7530; Fraction >LOD: 0.8755
Time: 21; Case frequency: 0.00006; Efficiency: 4.00; Sensitivity: 0.7486; Fraction >LOD: 0.8818
Time: 22; Case frequency: 0.00007; Efficiency: 4.00; Sensitivity: 0.7537; Fraction >LOD: 0.8763
Time: 23; Case frequency: 0.00007; Efficiency: 4.00; Sensitivity: 0.7621; Fraction >LOD: 0.8629
Time: 24; Case frequency: 0.00008; Efficiency: 4.00; Sensitivity: 0.7549; Fraction >LOD: 0.8516
Time: 25; Case frequency: 0.00009; Efficiency: 4.00; Sensitivity: 0.7501; Fraction >LOD: 0.8449
Time: 26; Case frequency: 0.00010; Efficiency: 4.00; Sensitivity: 0.7393; Fraction >LOD: 0.8458
Time: 27; Case frequency: 0.00011; Efficiency: 4.00; Sensitivity: 0.7597; Fraction >LOD: 0.8567
Time: 28; Case frequency: 0.00012; Efficiency: 4.00; Sensitivity: 0.7617; Fraction >LOD: 0.8543
Time: 29; Case frequency: 0.00013; Efficiency: 4.00; Sensitivity: 0.7629; Fraction >LOD: 0.8507
Time: 30; Case frequency: 0.00014; Efficiency: 4.00; Sensitivity: 0.7313; Fraction >LOD: 0.8455
Time: 31; Case frequency: 0.00015; Efficiency: 4.00; Sensitivity: 0.7401; Fraction >LOD: 0.8516
Time: 32; Case frequency: 0.00017; Efficiency: 4.00; Sensitivity: 0.7353; Fraction >LOD: 0.8485
Time: 33; Case frequency: 0.00019; Efficiency: 4.00; Sensitivity: 0.7457; Fraction >LOD: 0.8576
Time: 34; Case frequency: 0.00020; Efficiency: 4.00; Sensitivity: 0.7441; Fraction >LOD: 0.8465
Time: 35; Case frequency: 0.00022; Efficiency: 4.00; Sensitivity: 0.7293; Fraction >LOD: 0.8403
Time: 36; Case frequency: 0.00024; Efficiency: 4.00; Sensitivity: 0.7289; Fraction >LOD: 0.8327
Time: 37; Case frequency: 0.00027; Efficiency: 4.00; Sensitivity: 0.7445; Fraction >LOD: 0.8417
Time: 38; Case frequency: 0.00029; Efficiency: 4.00; Sensitivity: 0.7469; Fraction >LOD: 0.8474
Time: 39; Case frequency: 0.00031; Efficiency: 4.00; Sensitivity: 0.7457; Fraction >LOD: 0.8504
Time: 40; Case frequency: 0.00034; Efficiency: 4.00; Sensitivity: 0.7437; Fraction >LOD: 0.8526
Time: 41; Case frequency: 0.00037; Efficiency: 4.00; Sensitivity: 0.7373; Fraction >LOD: 0.8528
Time: 42; Case frequency: 0.00040; Efficiency: 4.00; Sensitivity: 0.7505; Fraction >LOD: 0.8468
Time: 43; Case frequency: 0.00044; Efficiency: 3.99; Sensitivity: 0.7421; Fraction >LOD: 0.8554
Time: 44; Case frequency: 0.00048; Efficiency: 3.99; Sensitivity: 0.7629; Fraction >LOD: 0.8552
Time: 45; Case frequency: 0.00052; Efficiency: 3.99; Sensitivity: 0.7265; Fraction >LOD: 0.8575
Time: 46; Case frequency: 0.00057; Efficiency: 3.99; Sensitivity: 0.7381; Fraction >LOD: 0.8520
Time: 47; Case frequency: 0.00062; Efficiency: 3.99; Sensitivity: 0.7409; Fraction >LOD: 0.8570
Time: 48; Case frequency: 0.00068; Efficiency: 3.99; Sensitivity: 0.7377; Fraction >LOD: 0.8500
Time: 49; Case frequency: 0.00074; Efficiency: 3.99; Sensitivity: 0.7413; Fraction >LOD: 0.8493
Time: 50; Case frequency: 0.00081; Efficiency: 3.99; Sensitivity: 0.7365; Fraction >LOD: 0.8463
Time: 51; Case frequency: 0.00088; Efficiency: 3.99; Sensitivity: 0.7425; Fraction >LOD: 0.8446
Time: 52; Case frequency: 0.00095; Efficiency: 3.99; Sensitivity: 0.7417; Fraction >LOD: 0.8443
Time: 53; Case frequency: 0.00104; Efficiency: 3.99; Sensitivity: 0.7221; Fraction >LOD: 0.8433
Time: 54; Case frequency: 0.00113; Efficiency: 3.99; Sensitivity: 0.7433; Fraction >LOD: 0.8438
Time: 55; Case frequency: 0.00123; Efficiency: 3.99; Sensitivity: 0.7341; Fraction >LOD: 0.8439
Time: 56; Case frequency: 0.00134; Efficiency: 3.98; Sensitivity: 0.7357; Fraction >LOD: 0.8468
Time: 57; Case frequency: 0.00146; Efficiency: 3.98; Sensitivity: 0.7386; Fraction >LOD: 0.8471
Time: 58; Case frequency: 0.00159; Efficiency: 3.98; Sensitivity: 0.7517; Fraction >LOD: 0.8459
Time: 59; Case frequency: 0.00174; Efficiency: 3.98; Sensitivity: 0.7270; Fraction >LOD: 0.8465
Time: 60; Case frequency: 0.00189; Efficiency: 3.98; Sensitivity: 0.7413; Fraction >LOD: 0.8511
Time: 61; Case frequency: 0.00207; Efficiency: 3.98; Sensitivity: 0.7365; Fraction >LOD: 0.8483
Time: 62; Case frequency: 0.00225; Efficiency: 3.97; Sensitivity: 0.7497; Fraction >LOD: 0.8489
Time: 63; Case frequency: 0.00245; Efficiency: 3.97; Sensitivity: 0.7490; Fraction >LOD: 0.8505
Time: 64; Case frequency: 0.00267; Efficiency: 3.97; Sensitivity: 0.7365; Fraction >LOD: 0.8495
Time: 65; Case frequency: 0.00291; Efficiency: 3.96; Sensitivity: 0.7549; Fraction >LOD: 0.8473
Time: 66; Case frequency: 0.00318; Efficiency: 3.96; Sensitivity: 0.7289; Fraction >LOD: 0.8457
Time: 67; Case frequency: 0.00346; Efficiency: 3.96; Sensitivity: 0.7449; Fraction >LOD: 0.8466
Time: 68; Case frequency: 0.00377; Efficiency: 3.96; Sensitivity: 0.7345; Fraction >LOD: 0.8464
Time: 69; Case frequency: 0.00411; Efficiency: 3.95; Sensitivity: 0.7243; Fraction >LOD: 0.8482
Time: 70; Case frequency: 0.00447; Efficiency: 3.95; Sensitivity: 0.7325; Fraction >LOD: 0.8488
Time: 71; Case frequency: 0.00486; Efficiency: 3.94; Sensitivity: 0.7369; Fraction >LOD: 0.8470
Time: 72; Case frequency: 0.00530; Efficiency: 3.94; Sensitivity: 0.7258; Fraction >LOD: 0.8451
Time: 73; Case frequency: 0.00577; Efficiency: 3.93; Sensitivity: 0.7303; Fraction >LOD: 0.8455
Time: 74; Case frequency: 0.00630; Efficiency: 3.92; Sensitivity: 0.7277; Fraction >LOD: 0.8459
Time: 75; Case frequency: 0.00687; Efficiency: 3.91; Sensitivity: 0.7453; Fraction >LOD: 0.8460
Time: 76; Case frequency: 0.00748; Efficiency: 3.91; Sensitivity: 0.7485; Fraction >LOD: 0.8479
